City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
267,narsaq,GL,60.9167,-46.05,5.22,61,100,12.15,overcast clouds
268,xining,CN,36.6167,101.7667,11.35,62,6,1.97,clear sky
269,rochegda,RU,62.8,43.25,10.35,98,100,1.59,overcast clouds
270,san patricio,US,28.017,-97.5169,73.81,83,100,5.95,overcast clouds
271,luderitz,NA,-26.6481,15.1594,67.66,79,66,2.98,broken clouds
272,andenes,NO,69.3143,16.1194,22.98,63,5,18.41,clear sky
273,coquimbo,CL,-29.9533,-71.3436,63.5,82,6,5.48,clear sky
274,naze,JP,28.3667,129.4833,54.52,85,100,23.44,overcast clouds
275,aklavik,CA,68.2191,-135.0107,-23.8,76,40,3.44,scattered clouds
276,mujiayingzi,CN,42.1167,118.7833,7.92,64,0,5.48,clear sky
277,yerbogachen,RU,61.2767,108.0108,-3.33,99,99,4.21,overcast clouds
278,jamame,SO,0.0722,42.7506,77.14,87,100,9.51,overcast clouds
279,riyadh,SA,24.6877,46.7219,51.94,38,0,4.5,clear sky
280,lazarev,RU,52.225,141.5131,2.79,78,100,13.67,overcast clouds
281,calvinia,ZA,-31.4707,19.776,58.44,83,76,7.49,broken clouds
282,hirara,JP,24.8,125.2833,68.27,88,75,9.22,broken clouds
283,ballina,AU,-28.8667,153.5667,75.16,96,75,8.05,broken clouds
284,boden,SE,65.8252,21.6886,6.8,97,100,3.89,overcast clouds
285,ballater,GB,57.0493,-3.0402,49.3,86,100,7.78,overcast clouds
286,aguimes,ES,27.9054,-15.4461,68.67,60,20,17.27,few clouds
287,cianorte,BR,-23.6633,-52.605,71.74,96,29,5.14,scattered clouds
288,cooma,AU,-36.2333,149.1333,58.77,58,40,12.66,scattered clouds
289,skjervoy,NO,70.0311,20.9714,24.06,68,100,19.86,overcast clouds
290,tautira,PF,-17.7333,-149.15,89.62,78,24,20.2,light rain
291,kabankalan,PH,9.9889,122.8122,81.66,73,81,7.49,broken clouds
292,pravia,ES,43.4906,-6.1508,50.29,71,0,8.05,clear sky
293,najran,SA,17.4924,44.1277,54.25,41,71,1.9,broken clouds
294,quevedo,EC,-1.0333,-79.45,74.86,91,90,3.89,moderate rain
295,arraial do cabo,BR,-22.9661,-42.0278,75.25,88,100,4.25,overcast clouds
296,hailey,US,43.5196,-114.3153,14.9,71,0,5.75,clear sky
297,dhidhdhoo,MV,6.8833,73.1,81.14,68,22,8.55,few clouds
298,zastron,ZA,-30.3023,27.084,66.15,72,95,5.73,light rain
299,arman,RU,59.7,150.1667,12.36,79,100,10.85,overcast clouds
300,rabo de peixe,PT,37.8,-25.5833,58.28,94,20,6.91,few clouds
301,kieta,PG,-6.2167,155.6333,84.45,73,100,14.56,light rain
302,cockburn town,TC,21.4612,-71.1419,73.15,84,100,21.21,overcast clouds
303,kalmunai,LK,7.4167,81.8167,75.16,72,67,2.71,broken clouds
304,suoyarvi,RU,62.0833,32.35,-1.75,99,98,2.84,overcast clouds
305,ostersund,SE,63.1792,14.6357,7.25,85,20,2.3,few clouds
306,warrnambool,AU,-38.3833,142.4833,62.82,62,100,16.69,overcast clouds
307,takestan,IR,36.0696,49.6959,34.48,55,16,1.43,few clouds
308,santo tomas,PH,14.1079,121.1414,80.56,76,71,8.99,broken clouds
309,kirovskaya,RU,46.9748,40.0402,42.98,83,100,13.6,overcast clouds
310,tawala,PH,9.5542,123.7696,79.32,79,100,11.45,overcast clouds
311,naliya,IN,23.2667,68.8333,65.95,51,5,12.12,clear sky
312,majene,ID,-3.5403,118.9707,81.81,74,100,2.21,overcast clouds
313,port keats,AU,-14.25,129.55,85.42,68,90,12.41,overcast clouds
314,alice springs,AU,-23.7,133.8833,67.55,68,100,14.97,overcast clouds
315,mangrol,IN,21.1167,70.1167,71.28,83,72,13.35,broken clouds
316,port-gentil,GA,-0.7193,8.7815,79.68,81,100,10.83,moderate rain
317,homer,US,59.6425,-151.5483,32.77,82,0,5.75,clear sky
318,adrar,MR,20.5022,-10.0711,66.22,20,0,10.65,clear sky
319,lawrenceville,US,33.9562,-83.988,51.1,67,100,6.91,moderate rain
320,port blair,IN,11.6667,92.75,73.44,88,20,0.0,mist
321,cartagena,CO,10.3997,-75.5144,80.22,78,0,8.05,clear sky
322,guayaramerin,BO,-10.8368,-65.3614,73.26,95,40,3.04,scattered clouds
323,vera cruz,BR,-12.6333,-41.0333,70.27,76,0,3.15,clear sky
324,sola,VU,-13.8833,167.55,81.57,75,100,9.28,overcast clouds
325,waipawa,NZ,-41.4122,175.5153,72.23,58,100,11.77,overcast clouds
326,harper,LR,4.375,-7.7169,78.91,81,6,4.83,clear sky
327,ahipara,NZ,-35.1667,173.1667,76.35,63,67,14.52,broken clouds
328,ingham,US,42.6,-84.3833,25.9,92,100,9.22,light snow
329,naron,ES,43.5167,-8.1528,53.02,81,100,6.08,overcast clouds
330,nhulunbuy,AU,-12.2333,136.7667,86.61,74,75,11.5,broken clouds
331,touros,BR,-5.1989,-35.4608,81.5,76,47,11.92,scattered clouds
332,miyang,CN,24.4042,103.4428,42.66,92,100,2.59,overcast clouds
333,eenhana,NA,-17.4667,16.3333,70.21,45,39,9.13,scattered clouds
334,ambon,ID,-3.6954,128.1814,86.14,66,20,4.61,few clouds
335,gizo,SB,-8.103,156.8419,82.26,79,100,15.12,light rain
336,ryotsu,JP,38.0833,138.4333,35.56,81,100,5.88,overcast clouds
337,palmer,US,42.1584,-72.3287,40.73,79,100,0.0,overcast clouds
338,kalemie,CD,-5.9475,29.1947,68.95,90,100,1.01,overcast clouds
339,kjollefjord,NO,70.9457,27.3465,21.63,77,100,8.95,overcast clouds
340,carlsbad,US,33.1581,-117.3506,67.37,15,0,7.0,clear sky
341,quatre cocos,MU,-20.2078,57.7625,80.71,90,100,30.15,moderate rain
342,ratnagiri,IN,16.9833,73.3,67.46,81,5,5.7,clear sky
343,zonguldak,TR,41.25,31.8333,40.23,85,100,6.13,overcast clouds
344,bagdarin,RU,54.4333,113.6,-18.27,94,5,3.67,clear sky
345,sao miguel do iguacu,BR,-25.3481,-54.2378,85.21,66,0,5.75,clear sky
346,paamiut,GL,61.994,-49.6678,14.22,62,100,20.42,overcast clouds
347,muisne,EC,0.6,-80.0333,75.78,89,87,4.47,light rain
348,lipari,IT,38.4674,14.954,57.56,68,0,16.06,clear sky
349,azul,AR,-36.777,-59.8585,68.25,91,100,5.3,overcast clouds
350,katobu,ID,-4.9408,122.5276,82.89,70,100,2.3,overcast clouds
351,thap khlo,TH,16.16,100.5966,81.84,73,25,5.44,scattered clouds
352,tampakan,PH,6.4442,124.9264,74.91,85,100,2.21,overcast clouds
353,bontang,ID,0.1333,117.5,81.27,72,98,9.42,overcast clouds
354,alta floresta,BR,-9.8756,-56.0861,72.12,93,62,2.46,broken clouds
355,suluq,LY,31.6682,20.2521,50.65,71,49,10.92,scattered clouds
356,kashi,CN,39.4547,75.9797,24.01,42,0,8.95,clear sky
357,puerto carreno,CO,6.189,-67.4859,77.85,78,94,3.0,overcast clouds
358,wattegama,LK,6.7989,81.4808,67.12,92,51,3.4,broken clouds
359,taltal,CL,-25.4,-70.4833,68.47,73,0,4.16,clear sky
360,ponnani,IN,10.767,75.9252,76.32,89,2,4.21,clear sky
361,roald,NO,62.5833,6.1333,34.32,69,100,11.5,overcast clouds
362,batemans bay,AU,-35.7167,150.1833,73.2,47,0,9.95,clear sky
363,westport,US,41.1415,-73.3579,41.29,94,75,6.91,fog
364,charters towers,AU,-20.1,146.2667,86.68,62,100,9.37,overcast clouds
365,oistins,BB,13.0667,-59.5333,77.09,78,75,16.11,broken clouds
366,kot diji,PK,27.3427,68.7083,55.42,31,0,14.92,clear sky
367,los pozos,VE,8.4518,-62.7268,83.05,74,7,10.8,clear sky
368,frome,GB,51.2283,-2.3221,48.11,85,100,6.04,overcast clouds
369,namatanai,PG,-3.6667,152.4333,78.94,83,100,8.68,light rain
370,sorland,NO,67.667,12.6934,27.81,58,100,11.34,overcast clouds
371,espirito santo do pinhal,BR,-22.1158,-46.6828,68.72,96,100,3.67,overcast clouds
372,whithorn,JM,18.2604,-78.0378,76.26,90,1,1.28,clear sky
373,jumla,NP,29.2747,82.1838,34.7,83,86,5.14,overcast clouds
374,verkhnyaya inta,RU,65.9811,60.3094,12.51,96,100,4.61,overcast clouds
375,hualmay,PE,-11.0964,-77.6139,70.79,79,64,10.36,broken clouds
376,gari,RU,59.4307,62.3497,14.23,95,100,8.19,overcast clouds
377,necochea,AR,-38.5473,-58.7368,73.04,75,100,13.38,moderate rain
378,berlevag,NO,70.8578,29.0864,26.55,71,100,12.97,light snow
379,sobolevo,RU,54.4299,31.8996,24.19,97,100,5.86,snow
380,kawalu,ID,-7.3817,108.2082,79.47,75,35,1.66,scattered clouds
381,torit,SS,4.4133,32.5678,79.0,32,100,1.39,overcast clouds
382,nueva rosita,MX,27.95,-101.2167,57.92,66,98,18.92,overcast clouds
383,long,TH,18.0761,99.8326,70.39,49,5,1.61,clear sky
384,new richmond,US,45.123,-92.5366,4.68,55,0,6.91,clear sky
385,qarqin,AF,37.4185,66.0436,43.65,81,6,7.36,clear sky
386,lakhnadon,IN,22.6,79.6,58.24,48,0,5.64,clear sky
387,clyde river,CA,70.4692,-68.5914,-16.37,76,100,11.5,light snow
388,bairiki,KI,1.3292,172.9752,84.2,84,40,4.61,light rain
389,carndonagh,IE,55.25,-7.2667,48.34,85,100,13.2,overcast clouds
390,guerrero negro,MX,27.9769,-114.0611,63.34,37,0,15.1,clear sky
391,askino,RU,56.0901,56.5783,26.92,95,100,16.87,snow
392,kadhan,PK,24.481,68.9859,64.0,27,5,8.95,clear sky
393,santa cruz,BO,-17.8,-63.1667,80.06,83,50,6.91,scattered clouds
394,kuching,MY,1.55,110.3333,79.02,89,20,1.14,few clouds
395,bonfim,BR,3.0833,-59.95,81.54,58,37,8.34,scattered clouds
396,dunedin,NZ,-45.8742,170.5036,54.7,92,100,7.05,overcast clouds
397,rodna,RO,47.4167,24.8167,23.38,97,83,2.53,broken clouds
398,hajnowka,PL,52.7433,23.5812,29.01,82,91,5.01,overcast clouds
399,saldanha,ZA,-33.0117,17.9442,64.45,90,0,8.08,clear sky
400,mana,GF,5.6592,-53.7767,77.99,82,100,10.54,overcast clouds
401,ulaangom,MN,49.9811,92.0667,-20.18,89,100,1.7,overcast clouds
402,sovetskiy,RU,61.3614,63.5842,7.27,100,99,4.07,overcast clouds
403,port hardy,CA,50.6996,-127.4199,37.58,93,100,11.5,light rain
404,sol-iletsk,RU,51.1631,54.9918,17.62,95,100,8.41,overcast clouds
405,taunggyi,MM,20.7833,97.0333,48.97,63,0,1.59,clear sky
406,dudinka,RU,69.4058,86.1778,-11.43,100,100,5.99,overcast clouds
407,broken hill,AU,-31.95,141.4333,64.11,42,0,26.46,clear sky
408,huancavelica,PE,-12.7667,-74.9833,40.46,93,100,3.2,overcast clouds
409,labytnangi,RU,66.6572,66.4183,-2.09,99,100,3.76,overcast clouds
410,sao miguel do araguaia,BR,-13.275,-50.1628,73.83,89,62,1.36,broken clouds
411,petrozavodsk,RU,61.7849,34.3469,-9.94,84,98,0.0,overcast clouds
412,virginia beach,US,36.8529,-75.978,45.05,94,100,5.75,mist
413,flinders,AU,-34.5833,150.8552,73.18,65,56,15.99,broken clouds
414,abu kamal,SY,34.4506,40.9171,50.02,51,100,9.44,overcast clouds
415,beyneu,KZ,45.3167,55.2,33.39,84,100,14.45,overcast clouds
416,nyuksenitsa,RU,60.4128,44.2397,18.68,95,98,6.13,overcast clouds
417,horsham,GB,51.064,-0.3272,48.47,71,75,5.75,broken clouds
418,athabasca,CA,54.7169,-113.2854,-7.19,89,100,9.51,overcast clouds
419,ayan,RU,56.45,138.1667,-3.01,65,100,16.42,overcast clouds
420,tambacounda,SN,13.7539,-13.7586,78.85,15,0,6.91,clear sky
421,lewiston,US,44.1003,-70.2148,40.35,94,100,4.61,overcast clouds
422,abengourou,CI,6.7297,-3.4964,63.82,26,6,2.42,clear sky
423,thinadhoo,MV,0.5333,72.9333,82.0,71,0,5.01,clear sky
424,kyren,RU,51.6828,102.1408,0.34,85,99,1.12,overcast clouds
425,lavrentiya,RU,65.5833,-171.0,2.82,63,1,22.62,clear sky
426,san antonio,US,29.4241,-98.4936,55.15,81,100,3.0,overcast clouds
427,turukhansk,RU,65.8167,87.9833,-9.98,99,40,6.87,scattered clouds
428,codrington,AU,-38.2667,141.9667,60.64,62,100,15.82,overcast clouds
429,maturin,VE,9.75,-63.1767,74.28,81,0,7.2,clear sky
430,nador,MA,35.174,-2.9287,50.25,66,0,3.44,clear sky
431,fergus falls,US,46.283,-96.0776,-8.14,70,0,6.91,clear sky
432,campos,BR,-21.75,-41.3,73.09,94,100,6.38,overcast clouds
433,nicholasville,US,37.8806,-84.573,48.09,86,100,14.97,overcast clouds
434,san quintin,MX,30.4833,-115.95,59.23,61,0,8.88,clear sky
435,beloha,MG,-25.1667,45.05,70.05,79,0,12.8,clear sky
436,channel-port aux basques,CA,47.5702,-59.1367,29.23,80,94,18.61,overcast clouds
437,ahuimanu,US,21.4447,-157.8378,82.11,62,40,4.0,scattered clouds
438,zachepylivka,UA,49.1939,35.2394,32.99,98,100,3.85,overcast clouds
439,vostok,RU,46.4856,135.8833,0.57,86,100,5.41,overcast clouds
440,vaitape,PF,-16.5167,-151.75,81.19,75,15,20.09,few clouds
441,narodychi,UA,51.2029,29.0823,31.66,94,98,6.93,overcast clouds
442,bay roberts,CA,47.5999,-53.2648,23.32,85,24,5.01,few clouds
443,barreirinhas,BR,-2.7469,-42.8264,78.64,79,100,7.58,overcast clouds
444,mongo,TD,12.1844,18.693,65.3,13,7,6.49,clear sky
445,haines junction,CA,60.7522,-137.5108,-2.25,65,100,5.75,overcast clouds
446,kahului,US,20.8947,-156.47,84.22,66,20,14.97,few clouds
447,porto novo,BJ,6.4965,2.6036,80.42,79,9,6.49,clear sky
448,nadvoitsy,RU,63.8667,34.3167,6.87,97,97,3.96,overcast clouds
449,koumra,TD,8.9126,17.5539,72.9,16,71,7.54,broken clouds
450,valera,VE,9.3178,-70.6036,72.05,66,5,5.03,clear sky
451,rawlins,US,41.7911,-107.2387,10.29,52,0,4.61,clear sky
452,sibu,MY,2.3,111.8167,77.31,94,20,1.99,few clouds
453,oksfjord,NO,70.2396,22.3479,20.32,91,100,10.13,overcast clouds
454,kiruna,SE,67.8557,20.2251,2.32,85,100,0.0,overcast clouds
455,galdar,ES,28.147,-15.6502,70.36,83,100,11.1,overcast clouds
456,khakhea,BW,-24.6895,23.494,71.71,75,4,8.25,light rain
457,mount isa,AU,-20.7333,139.5,80.37,78,100,14.97,overcast clouds
458,san lorenzo,PY,-25.3333,-57.5333,92.34,38,20,8.05,few clouds
459,tuy hoa,VN,13.0833,109.3,74.07,88,95,8.12,overcast clouds
460,nioro,GM,13.35,-15.75,74.97,58,25,5.14,scattered clouds
461,koslan,RU,63.4564,48.8989,21.69,97,100,4.05,light snow
462,winona,US,43.9666,-91.7668,8.44,56,0,10.36,clear sky
463,jalu,LY,29.0331,21.5482,51.31,60,17,20.02,few clouds
464,morecambe,GB,54.0684,-2.8611,48.51,97,100,8.01,overcast clouds
465,lamu,KE,-2.2717,40.902,79.02,90,100,9.93,overcast clouds
466,lagoa,PT,39.05,-27.9833,57.83,72,1,5.08,clear sky
467,dwarahat,IN,29.7833,79.4333,41.58,83,100,4.88,overcast clouds
468,grindavik,IS,63.8424,-22.4338,23.47,93,20,2.3,few clouds
469,ustka,PL,54.5805,16.8619,31.93,83,28,8.14,scattered clouds
470,geghamasar,AM,40.3109,45.6792,18.18,63,91,2.24,overcast clouds
471,esna,EG,25.2934,32.554,53.62,34,0,3.91,clear sky
472,padang,ID,-0.9492,100.3543,75.25,80,70,3.44,broken clouds
473,teguise,ES,29.0605,-13.564,66.42,52,0,9.22,clear sky
474,lakota,CI,5.8528,-5.6883,70.54,97,60,2.21,broken clouds
475,nabire,ID,-3.3667,135.4833,83.59,71,100,3.11,overcast clouds
476,dailly,CH,46.2,7.0333,41.36,96,98,4.23,overcast clouds
477,tevaitoa,PF,-16.7833,-151.5,81.23,76,43,21.47,scattered clouds
478,rawson,AR,-43.3002,-65.1023,68.34,54,99,10.2,overcast clouds
479,launceston,AU,-41.45,147.1667,63.61,47,100,5.99,overcast clouds
480,vila franca do campo,PT,37.7167,-25.4333,59.2,81,35,8.84,scattered clouds
481,uvira,CD,-3.4067,29.1458,71.87,89,100,0.6,light rain
482,broome,US,42.2506,-75.833,39.92,71,40,1.99,scattered clouds
483,havre-saint-pierre,CA,50.2334,-63.5986,28.4,86,100,11.5,overcast clouds
484,yakeshi,CN,49.2833,120.7333,-22.68,100,98,3.62,overcast clouds
485,cayenne,GF,4.9333,-52.3333,78.1,86,75,5.99,broken clouds
486,cherskiy,RU,68.75,161.3,-15.59,72,58,0.67,broken clouds
487,temirtau,KZ,50.0544,72.9483,1.65,90,100,0.65,overcast clouds
488,taoudenni,ML,22.6783,-3.9836,63.32,21,89,11.36,overcast clouds
489,gwadar,PK,25.1216,62.3254,66.06,30,0,18.41,clear sky
490,nelson bay,AU,-32.7167,152.15,71.96,89,100,3.0,overcast clouds
491,te anau,NZ,-45.4167,167.7167,60.4,87,100,3.65,overcast clouds
492,zatoka,UA,46.0725,30.4654,30.74,76,100,4.72,overcast clouds
493,mayumba,GA,-3.432,10.6554,77.25,87,100,5.64,light rain
494,troitskoye,RU,52.9821,84.6757,-3.51,100,90,1.99,overcast clouds
495,pisco,PE,-13.7,-76.2167,71.65,68,0,17.27,clear sky
496,praya,CV,14.9215,-23.5087,72.14,68,3,23.02,clear sky
497,rypefjord,NO,70.6333,23.6667,19.87,68,100,5.75,overcast clouds
498,isangel,VU,-19.55,169.2667,87.91,79,75,5.75,broken clouds
499,lerik,AZ,38.7726,48.4128,31.64,44,100,9.86,overcast clouds
500,kyra,RU,49.5776,111.9753,-11.43,90,10,4.81,clear sky
501,korla,CN,41.7597,86.1469,22.05,56,7,7.36,clear sky
502,wallacetown,NZ,-46.3333,168.2667,59.02,70,100,10.92,overcast clouds
503,libourne,FR,44.9167,-0.25,47.21,94,10,6.62,clear sky
504,ozernovskiy,RU,51.5,156.5167,28.56,74,100,6.64,overcast clouds
505,ust-nera,RU,64.5667,143.2,-12.57,99,100,2.68,overcast clouds
506,rajula,IN,21.05,71.4333,65.93,70,8,8.3,clear sky
507,inirida,CO,3.8653,-67.9239,77.58,75,37,1.77,scattered clouds
508,maceio,BR,-9.6658,-35.7353,80.04,83,0,3.44,clear sky
509,parana,AR,-31.732,-60.5238,79.47,83,63,2.64,broken clouds
510,druzhnaya gorka,RU,59.2761,30.1425,16.88,99,96,2.98,light snow
511,mlonggo,ID,-6.5333,110.7,84.09,82,92,4.27,overcast clouds
512,rio gallegos,AR,-51.6226,-69.2181,55.45,62,75,9.22,broken clouds
513,winnemucca,US,40.973,-117.7357,35.65,32,0,6.91,clear sky
514,maun,BW,-19.9833,23.4167,70.07,79,9,5.75,clear sky
515,coolum beach,AU,-26.5333,153.1,82.22,81,100,8.39,overcast clouds
516,kaili,ID,-3.4626,120.2147,72.43,84,100,1.19,overcast clouds
517,santa cruz de tenerife,ES,28.4682,-16.2546,73.6,70,100,4.0,light rain
518,san carlos de bariloche,AR,-41.1456,-71.3082,69.55,46,40,10.36,scattered clouds
519,lafia,NG,8.4833,8.5167,77.09,18,5,4.27,clear sky
520,vao,NC,-22.6667,167.4833,78.37,71,100,9.89,overcast clouds
521,altus,US,34.6381,-99.334,22.51,88,100,4.0,snow
522,jojoima,SL,7.8792,-10.7878,66.38,54,1,0.25,clear sky
523,half moon bay,US,37.4636,-122.4286,63.39,45,0,1.99,clear sky
524,pestretsy,RU,55.7531,49.6545,26.74,98,100,3.36,snow
525,hasaki,JP,35.7333,140.8333,36.0,42,100,8.97,overcast clouds
526,hovd,MN,48.0056,91.6419,-6.83,97,89,1.81,overcast clouds
527,palana,RU,59.1167,159.9667,12.36,85,100,14.34,overcast clouds
528,kununurra,AU,-15.7667,128.7333,82.38,74,75,9.22,broken clouds
529,show low,US,34.2542,-110.0298,28.11,81,75,6.91,broken clouds
530,synya,RU,65.3718,58.0387,15.76,94,99,7.83,overcast clouds
531,bilibino,RU,68.0546,166.4372,-3.57,66,0,4.99,clear sky
532,nanzhang,CN,31.7765,111.8386,39.2,44,99,0.85,overcast clouds
533,noumea,NC,-22.2763,166.4572,87.78,63,67,9.6,broken clouds
534,iralaya,HN,15.0,-83.2333,76.55,80,1,6.46,clear sky
535,snasa,NO,64.2457,12.3778,10.67,95,100,5.57,overcast clouds
536,baturaja,ID,-4.1333,104.1667,76.59,89,87,2.26,overcast clouds
